epsilon_CTR,epsilon_CVR,total_conversions_mean,total_conversions_std,avg_cheap_clicks_mean,avg_cheap_clicks_std,avg_cpc_mean,avg_cpc_std
1e-06,1e-06,0.06368772323019396,0.004419402381377622,71.69254545507394,3.9714482822078967,464.49252923647396,6.914211826002951
1e-06,5e-06,0.06063705918166646,0.006958714648972278,67.58207862144044,3.3989726976797066,483.4703257784187,22.639760978562936
1e-06,1e-05,0.06063705918166646,0.006958714648972278,67.58207862144044,3.3989726976797066,483.4703257784187,22.639760978562922
1e-06,5e-05,0.06368772323019396,0.004419402381377622,70.00979762686308,2.4237546038468554,464.49252923647396,6.914211826002966
1e-06,0.0001,0.06543511459000907,0.006840878889089976,70.52618442218413,1.7048211854630337,457.349891932498,13.764795402263859
1e-06,0.0005,0.06439868136771956,0.005399191892271213,70.21159911401378,2.141885094324601,461.7012207770385,8.881207672453828
1e-06,0.001,0.06439868136771956,0.005399191892271213,70.21159911401378,2.141885094324601,461.70122077703854,8.881207672453845
1e-06,0.005,0.06653690341024425,0.0018798554663859615,71.09707957817152,3.477346358609926,446.16201472660697,14.916184562570464
1e-06,0.01,0.06478951205042914,0.001486043791563725,70.51457992859582,4.292623034670911,454.21912184923485,26.21282999947608
5e-06,1e-06,0.06199519137020748,0.0024519984043102974,69.67507966428026,3.7312610182906236,478.54569089459966,37.90308814821117
5e-06,5e-06,0.05625999277561918,0.004516774732981114,65.98224501118007,3.825966704753652,515.8651998592674,16.626027861701214
5e-06,1e-05,0.05625999277561918,0.004516774732981114,65.98224501118007,3.825966704753652,515.8651998592674,16.62602786170126
5e-06,5e-05,0.06047312605098332,0.009995856926798986,69.3380842596602,5.582363904889937,480.7766005772951,41.567799540329005
5e-06,0.0001,0.06128932391829389,0.009762485624385692,67.14280783583503,3.7734364834924388,471.5409537069725,40.99577884843949
5e-06,0.0005,0.06698607551725656,0.007121998380786577,69.75473623056735,0.1899236675748314,443.0103534153116,16.911773603726026
5e-06,0.001,0.06698607551725656,0.007121998380786577,69.75473623056735,0.1899236675748314,443.0103534153116,16.911773603725987
5e-06,0.005,0.06411907949804402,0.008543468808213871,72.24811354350221,3.855377026886628,455.3713910835315,30.103311893750718
5e-06,0.01,0.06512972875041582,0.007009337415554822,71.73216017921327,2.57506153030179,449.5465503352469,19.34312730508406
1e-05,1e-06,0.0641200197642919,0.004893116275120763,67.6597912682036,0.9216685152404835,472.71900388758576,43.26848848497824
1e-05,5e-06,0.0573729960934544,0.004738475840572703,66.87474258344714,3.347297108207652,502.8154339766888,7.508533783484655
1e-05,1e-05,0.0573729960934544,0.004738475840572703,66.87474258344714,3.347297108207652,502.81543397668884,7.5085337834846735
1e-05,5e-05,0.0573729960934544,0.004738475840572703,66.87474258344714,3.347297108207652,502.8154339766888,7.508533783484571
1e-05,0.0001,0.06149504590026603,0.00933219299068754,67.7256367682307,4.1376657893808835,478.80237889010374,38.22942902986686
1e-05,0.0005,0.06711772380249144,0.007305577279922939,69.26471811801794,0.5371843474510878,432.8583838214607,26.21917860566247
1e-05,0.001,0.06491136522805756,0.0054404775205570705,68.78084910473103,3.1418958476933203,455.04953565317334,11.034352022580288
1e-05,0.005,0.06786476953654702,0.014166993265464637,72.46892281122257,6.22493009156614,441.3200028415975,50.81815848881602
1e-05,0.01,0.06839158964241325,0.009764587719755087,73.28492819176797,1.396560577375795,424.9963105438795,39.81752844402907
5e-05,1e-06,0.07019419366197979,0.010238133304732094,74.50013636968178,3.371849626045142,428.57350614907676,48.82811707356932
5e-05,5e-06,0.0695705948512527,0.008813273478609942,74.09157119916405,3.635023059004417,446.9522739311946,40.25736207214855
5e-05,1e-05,0.06752144064990956,0.005987407506797658,71.91130496041144,0.25275187703960844,458.8976764529604,16.506340237284952
5e-05,5e-05,0.05613753569834151,0.004810182222697564,62.72628461310282,2.338011891254932,527.2821626742948,25.11692306923815
5e-05,0.0001,0.05613753569834151,0.004810182222697564,62.72628461310282,2.338011891254932,527.2821626742949,25.116923069238148
5e-05,0.0005,0.05934396531296254,0.008738299524042138,65.41744335086983,4.917153686889839,507.33037837873195,32.06974015433709
5e-05,0.001,0.06607934536717208,0.007429228212447719,73.41730966150936,3.790152924315514,448.05303120214626,46.56709810540535
5e-05,0.005,0.06644542150040662,0.005747214177509079,72.65154210324873,1.6115352884899452,441.8373517146643,29.929753622710077
5e-05,0.01,0.07180228367693674,0.0151383978545882,73.258333810296,3.144234142741977,419.5156365919804,55.199770615018636
0.0001,1e-06,0.06482774785125803,0.014059234934008121,72.68429154708254,5.836604293223048,457.7791621723856,85.8564104034601
0.0001,5e-06,0.06588178962347539,0.012618286621662506,73.20876017943769,5.167794601264268,449.07667278671914,73.6465664410663
0.0001,1e-05,0.0694256874602981,0.01098070841847137,73.65692446370478,2.255928655051779,435.00860055898016,46.35856434555741
0.0001,5e-05,0.05613753569834151,0.004810182222697564,62.72628461310282,2.338011891254932,527.2821626742949,25.116923069238112
0.0001,0.0001,0.05613753569834151,0.004810182222697564,62.72628461310282,2.338011891254932,527.2821626742948,25.116923069238148
0.0001,0.0005,0.05613753569834151,0.004810182222697564,62.72628461310282,2.338011891254932,527.2821626742949,25.11692306923819
0.0001,0.001,0.06500399684822876,0.005634831441431254,68.7877719252766,5.137439226976466,473.4203929734765,37.90851621978531
0.0001,0.005,0.0619900868537703,0.01044029768374963,70.9327038554684,4.397794847869084,463.7824288286859,69.37818863318044
0.0001,0.01,0.06022489793571443,0.0043011924746503465,68.88473102561805,2.205554101133948,465.9138399143016,6.3807238454034065
0.0005,1e-06,0.05726937679703833,0.009171987765124586,68.81173548254115,9.579504497817183,446.21117620860633,96.08655700314941
0.0005,5e-06,0.0557501662745701,0.008752978159813561,68.23466320080105,8.972783133593238,456.295161521657,86.34084072063159
0.0005,1e-05,0.0557501662745701,0.008752978159813561,68.23466320080105,8.972783133593238,456.64516189644183,86.02521005132488
0.0005,5e-05,0.06162457298989691,0.005783867283304622,70.6804621621328,0.3064497180179679,487.2393116942396,7.626395620240599
0.0005,0.0001,0.061851683309188575,0.004182862421512472,66.10160015490108,5.067881634459547,501.6277160029379,37.29975891231324
0.0005,0.0005,0.06299799196285984,0.004434350195664545,65.94832010350359,4.622621648065801,487.72701474554214,20.015847331075587
0.0005,0.001,0.06371042003047984,0.004917245378705266,63.0251576086014,1.5748730705714606,507.9466063415711,11.146917754360532
0.0005,0.005,0.06039923513868356,0.0061023445287365355,67.61658003805965,4.3136082399095494,499.68500249948937,18.523070947555816
0.0005,0.01,0.06208570549903827,0.004182979904921984,67.30422651494189,1.706356743120576,446.49951882004916,19.97796412154949
0.001,1e-06,0.06455758013322256,0.011342672520275494,70.15022191015086,4.060029357154925,460.93418148875463,43.404028655338514
0.001,5e-06,0.06455758013322256,0.011342672520275494,70.15022191015086,4.060029357154925,460.93418148875463,43.404028655338514
0.001,1e-05,0.06455758013322256,0.011342672520275494,70.15022191015086,4.060029357154925,460.93418148875463,43.404028655338514
0.001,5e-05,0.06186398468419197,0.005694452060769353,65.94339199496888,3.699932684119908,489.1831724161227,7.182191370297144
0.001,0.0001,0.0630862763927733,0.006566203568032853,63.66643950237805,3.994344571577064,495.18467080983646,1.49611109141794
0.001,0.0005,0.06709525965596207,0.0013077025655029403,64.24490796150415,4.6018842952990475,487.2985606829222,9.744932018203722
0.001,0.001,0.0669076531945242,0.001425871319383856,67.62449193353707,7.92898946996003,482.7203528368964,8.279765401393288
0.001,0.005,0.06414353964656581,0.009478613551210836,68.57173130246747,1.3926788824268066,482.1195618297197,34.85462378508361
0.001,0.01,0.06149607601808526,0.006426149071726375,64.60120966563571,5.060901692143255,502.205229888378,21.236098615716617
0.005,1e-06,0.06930358677312552,0.00462680519500029,68.39608155163127,1.510449538917686,442.92685693516233,14.543652574177768
0.005,5e-06,0.06884186013260445,0.00482505082661412,66.9915216000439,0.5636304538191174,449.52513888061503,5.581822212054755
0.005,1e-05,0.06959925709327797,0.004240407888049102,67.40764325060752,1.1067805640491415,443.7337321823741,9.6197377313103
0.005,5e-05,0.06959925709327797,0.004240407888049102,67.40764325060752,1.1067805640491415,443.73373218237424,9.619737731310295
0.005,0.0001,0.0668874599910906,0.00615896542118013,71.85512302426538,8.80878204173929,422.0916002364091,56.838845676660995
0.005,0.0005,0.06596572904280767,0.0021028311164078663,68.77146766952399,2.827119310370578,492.18861951953915,20.08005107498088
0.005,0.001,0.06458261985790419,0.003616159193100587,68.19993701606843,2.194237683521861,501.7614128110386,10.13404734502803
0.005,0.005,0.06079619102144392,0.015937956061393223,63.846105219679906,2.3231197765243494,482.78724806286505,53.56163429277204
0.005,0.01,0.0500117057091272,0.00846080601592527,62.70949671483981,2.463471777518943,491.57064909098625,53.4291992702844
0.01,1e-06,0.06526956325001262,0.004805224540344337,71.66188165649336,4.704222892616116,414.511058698207,63.65702696333515
0.01,5e-06,0.06821151283387746,0.006851843658616767,72.93194496528831,3.7344515457480725,397.9885005622844,48.28473977001128
0.01,1e-05,0.06638399110812798,0.006704698918804109,73.62145736624912,3.8939281133805195,387.03651728335564,51.80095954300016
0.01,5e-05,0.067744221927606,0.004307242088548347,68.7863304744439,4.618309027515577,431.22399128555975,38.34175436217293
0.01,0.0001,0.067744221927606,0.004307242088548347,68.7863304744439,4.618309027515577,435.1647569166059,32.86217293756471
0.01,0.0005,0.07504940639868084,0.007801392639944097,70.94752338208139,6.008323194203616,418.7008485460369,37.21000575197105
0.01,0.001,0.0693417837667234,0.002055424226641284,71.26016230340221,5.428694561502377,455.90549798690637,27.555305973330707
0.01,0.005,0.06753254797644954,0.005547996172434493,71.81722182414515,3.7329251076540975,473.53678282652527,19.362620059303737
0.01,0.01,0.07017960158201535,0.0037733992198361924,71.58672631799031,1.5216210958236245,428.8154384726499,12.152451178912845
