epsilon_CTR,epsilon_CVR,total_conversions_mean,total_conversions_std,avg_cheap_clicks_mean,avg_cheap_clicks_std,avg_cpc_mean,avg_cpc_std
1e-06,1e-06,0.053658317125990736,0.0036722280091046563,62.608679564525914,7.378407107879176,525.8690522324974,28.362246040673448
1e-06,5e-06,0.05674455652671481,0.004971738708757252,66.38964747423557,2.309523405529808,525.3150674728457,27.841814116680787
1e-06,1e-05,0.05674455652671481,0.004971738708757252,66.38964747423557,2.309523405529808,525.3150674728457,27.84181411668083
1e-06,5e-05,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238148
1e-06,0.0001,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742949,25.116923069238172
1e-06,0.0005,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742949,25.116923069238215
1e-06,0.001,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238148
1e-06,0.005,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238137
1e-06,0.01,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742949,25.1169230692382
5e-06,1e-06,0.05674455652671481,0.004971738708757252,66.38964747423557,2.309523405529808,525.3150674728457,27.841814116680787
5e-06,5e-06,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.11692306923815
5e-06,1e-05,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238148
5e-06,5e-05,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238098
5e-06,0.0001,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238226
5e-06,0.0005,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742949,25.116923069238126
5e-06,0.001,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238076
5e-06,0.005,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238158
5e-06,0.01,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238148
1e-05,1e-06,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742949,25.116923069238123
1e-05,5e-06,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238084
1e-05,1e-05,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742949,25.116923069238123
1e-05,5e-05,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742949,25.116923069238112
1e-05,0.0001,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742949,25.116923069238112
1e-05,0.0005,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.1169230692381
1e-05,0.001,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742949,25.116923069238172
1e-05,0.005,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742949,25.116923069238112
1e-05,0.01,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238165
5e-05,1e-06,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238183
5e-05,5e-06,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742949,25.116923069238172
5e-05,1e-05,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238165
5e-05,5e-05,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742949,25.1169230692382
5e-05,0.0001,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.11692306923818
5e-05,0.0005,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742949,25.116923069238112
5e-05,0.001,0.05613753569834151,0.004810182222697564,66.25291246027139,2.330458794580386,527.2821626742948,25.116923069238183
